"logFC","AveExpr","t","P.Value","adj.P.Val","B","PG.UniprotIds","PG.ProteinNames","PG.Genes","label_filtered"
-0.525900887176149,20.4195026785313,-0.57402693029925,0.583732488255068,0.77468029087548,-5.70008060769524,"P67984","RL22_MOUSE","Rpl22","Rpl22"
0.736885313125363,21.1785658824018,0.666769305186329,0.526062488843818,0.742776689630938,-5.64293052057781,"Q7TMK9","HNRPQ_MOUSE","Syncrip","Syncrip"
0.707415746904861,19.4024332199264,0.882610938556649,0.406438277014175,0.666358064042993,-5.48207562285491,"Q8BH59","S2512_MOUSE","Slc25a12","Slc25a12"
-3.60009586652679,17.6895026366285,-3.48421879154295,0.0100386932759068,0.119742976081475,-2.34395952208568,"Q76KJ5","RPA34_MOUSE","Polr1g","Polr1g"
0.0330295546440098,18.4522854979255,0.0256888283440811,0.980215213870078,0.990658907168542,-5.86884576939627,"Q91V61","SFXN3_MOUSE","Sfxn3","Sfxn3"
2.94914631936391,16.5848911397385,1.34755237942197,0.219364101102668,0.555239249550846,-5.02704391035087,"Q8VDD5","MYH9_MOUSE","Myh9","Myh9"
-0.499790447200272,21.7750559407339,-0.633179366146271,0.546533667908512,0.75238083377592,-5.66450406577956,"P12970","RL7A_MOUSE","Rpl7a","Rpl7a"
0.270701058364264,16.3475536759366,0.12937533506624,0.900662551893662,0.951106656135828,-5.86039926723833,"Q9QXS6","DREB_MOUSE","Dbn1","Dbn1"
-1.14254271265477,19.6570495238197,-0.950667118457534,0.373115775995405,0.645262348685202,-5.42395977722746,"P39053","DYN1_MOUSE","Dnm1","Dnm1"
0.285302160787577,21.3732062385831,0.347335427406691,0.738444274813134,0.868860599780131,-5.80630737013701,"Q9JJV2","PROF2_MOUSE","Pfn2","Pfn2"
